16;01;051;3;Agurain/Salvatierra
16;01;001;4;Alegría-Dulantzi
16;01;002;9;Amurrio
16;01;049;3;Añana
16;01;003;5;Aramaio
16;01;006;6;Armiñón
16;01;037;6;Arraia-Maeztu
16;01;008;8;Arratzua-Ubarrundia
16;01;004;0;Artziniega
16;01;009;1;Asparrena
